ID,Resolution,WSI,Class,Image_path
1324,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_50.jpg
1325,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_54.jpg
1326,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_16.jpg
1327,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_60.jpg
1328,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_29.jpg
1329,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_53.jpg
1330,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_9.jpg
1331,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_51.jpg
1332,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_38.jpg
1333,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_7.jpg
1334,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_25.jpg
1335,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_23.jpg
1336,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_37.jpg
1337,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_64.jpg
1338,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_22.jpg
1339,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_44.jpg
1340,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_10.jpg
1341,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_67.jpg
1342,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_5.jpg
1343,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_62.jpg
1344,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_42.jpg
1345,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_31.jpg
1346,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_49.jpg
1347,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_12.jpg
1348,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_14.jpg
1349,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_69.jpg
1350,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_63.jpg
1351,4x,2-liver-N146457-6-2022-10-11_17_04_00,liver,source_data_patch_use/liver/liver-4X/2-liver-N146457-6-2022-10-11_17_04_00/x=10466_y=21699_w=5411_h=3679/patch_59.jpg
1352,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_6.jpg
1353,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_4.jpg
1354,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_3.jpg
1355,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_8.jpg
1356,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_0.jpg
1357,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_11.jpg
1358,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_13.jpg
1359,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_1.jpg
1360,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_2.jpg
1361,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_9.jpg
1362,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_7.jpg
1363,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_10.jpg
1364,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_5.jpg
1365,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_12.jpg
1366,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=128007_y=36771_w=3956_h=2414/patch_14.jpg
1367,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_6.jpg
1368,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_4.jpg
1369,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_3.jpg
1370,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_8.jpg
1371,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_0.jpg
1372,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_1.jpg
1373,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_2.jpg
1374,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_9.jpg
1375,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_7.jpg
1376,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=135760_y=48393_w=3946_h=2194/patch_5.jpg
1377,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_6.jpg
1378,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_4.jpg
1379,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_3.jpg
1380,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_8.jpg
1381,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_15.jpg
1382,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_0.jpg
1383,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_11.jpg
1384,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_13.jpg
1385,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_1.jpg
1386,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_2.jpg
1387,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_16.jpg
1388,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_9.jpg
1389,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_7.jpg
1390,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_10.jpg
1391,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_5.jpg
1392,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_12.jpg
1393,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_14.jpg
1394,4x,N001596-19.20-2022-04-17_20_01_47,liver,source_data_patch_use/liver/liver-4X/N001596-19.20-2022-04-17_20_01_47/x=123400_y=31505_w=4823_h=2659/patch_17.jpg
1395,4x,N017740-11-122022-06-04_09_11_52,liver,source_data_patch_use/liver/liver-4X/N017740-11-122022-06-04_09_11_52/x=78093_y=31913_w=1233_h=2201/patch_0.jpg
1396,4x,N017740-11-122022-06-04_09_11_52,liver,source_data_patch_use/liver/liver-4X/N017740-11-122022-06-04_09_11_52/x=78093_y=31913_w=1233_h=2201/patch_1.jpg
1397,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_30.jpg
1398,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_68.jpg
1399,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_21.jpg
1400,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_45.jpg
1401,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_56.jpg
1402,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_61.jpg
1403,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_6.jpg
1404,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_35.jpg
1405,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_36.jpg
1406,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_41.jpg
1407,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_4.jpg
1408,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_43.jpg
1409,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_27.jpg
1410,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_39.jpg
1411,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_52.jpg
1412,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_3.jpg
1413,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_32.jpg
1414,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_55.jpg
1415,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_26.jpg
1416,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_47.jpg
1417,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_8.jpg
1418,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_15.jpg
1419,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_57.jpg
1420,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_58.jpg
1421,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_66.jpg
1422,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_19.jpg
1423,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_18.jpg
1424,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_0.jpg
1425,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_34.jpg
1426,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_28.jpg
1427,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_48.jpg
1428,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_40.jpg
1429,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_11.jpg
1430,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_65.jpg
1431,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_20.jpg
1432,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_13.jpg
1433,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_24.jpg
1434,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_1.jpg
1435,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_46.jpg
1436,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_2.jpg
1437,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_33.jpg
1438,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_50.jpg
1439,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_54.jpg
1440,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_16.jpg
1441,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_60.jpg
1442,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_29.jpg
1443,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_53.jpg
1444,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_9.jpg
1445,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_51.jpg
1446,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_38.jpg
1447,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_7.jpg
1448,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_25.jpg
1449,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_23.jpg
1450,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_37.jpg
1451,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_64.jpg
1452,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_22.jpg
1453,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_44.jpg
1454,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_10.jpg
1455,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_67.jpg
1456,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_5.jpg
1457,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_62.jpg
1458,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_42.jpg
1459,4x,2-liver-N147044-16-2022-10-11_17_03_01,liver,source_data_patch_use/liver/liver-4X/2-liver-N147044-16-2022-10-11_17_03_01/x=6171_y=22851_w=5167_h=3653/patch_31.jpg
